	lang	ref_caption	gen_caption
3871	vi	E-2A thuộc VAW-11 hạ cánh năm 1966 trên tàu USS Coral Sea (CV-43)	Một chiếc máy bay hạ cánh từ một chiếc tàu lớn.
3872	vi	Ambrose với đai WWE Championship vào tháng 7 năm 2016	Một người đàn ông đứng trên một sân khấu với một chiếc áo kho
3873	vi	Ronaldo (áo đỏ) trong một trận đấu với Brazil.	Một cầu thủ bóng đá đang chơi trên sân.
3874	vi	Jan Henryk Dąbrowski, anh hùng dân tộc Ba Lan gốc Đức (mẹ là người Đức).	Người Ba Lan
3875	vi	Phần mộ Nguyễn Hội và Nguyễn Xí, Nguyễn Biện.	Một cái nhìn từ bên ngoài của một tòa nhà lớn.
3876	vi	Canthigaster solandri	Cá nóc
3877	vi	Một chiếc Sherman M4A3R3 của lực lượng thủy quân lục chiến Hoa Kỳ đang sử dụng nòng phóng lửa trong trận Iwo Jima	Một chiếc xe tăng Đức được nhìn thấy trong một cuộc chiến.
3878	vi	Toàn cảnh sân vận động	Một sân vận động lớn với nhiều người đứng và xem.
3879	vi	An Aeroflot Ilyushin Il-96-300 departs Sheremetyevo Airport in 2008.	Một chiếc máy bay lớn bay trên bầu trời.
3880	vi	Hải tặc người Illanun tấn công tàu Jolly Bachelor của Brooke, T. Datu, 1843	Một bức tranh của một chiếc thuyền và một số người trong một s
3881	vi	WestJet Encore Bombardier Q400 NextGen đang hạ cánh	Một chiếc máy bay lớn bay trên bầu trời xanh.
3882	vi	José Mourinho trở thành huấn luyện viên thành công nhất lịch sử Chelsea, đưa câu lạc bộ giành năm danh hiệu lớn trong năm mùa giải.	Một người đàn ông đứng bên cạnh một người khác.
3883	vi	Bản vẽ chiếc Yamashiro như nó hiện hữu vào năm 1944.	Một chiếc tàu lớn được mô tả là một tàu chiến lớn
3884	vi	Bia cổ của Vương quốc Phù Nam	Một tấm gạch đá lớn được đặt trên một sàn.
3885	vi	Núi Brown	Một chiếc xe lửa đang đi trên một sườn núi.
3886	vi	Hình một con ngựa vẽ trên vách hang động Lascaux, cách đây chừng 16.000 năm.	Một bức tranh từ các tượng đá trong một ngôi mộ.
3887	vi	Hoàn tất đường sắt xuyên lục địa (1869), hình chụp của Andrew J. Russell.	Một bức ảnh cũ của một nhóm người đứng bên cạnh một chiếc xe
3888	vi	Một góc nhìn trên bãi biển ở vịnh Philippovsky, đảo Russky (năm 2008).	Một bãi biển và một số thuyền ở gần một bãi biển.
3889	vi	Cờ LGBT ở Zagreb trong Tuần lễ Tự hào Zagreb.	Một số tòa nhà và một số xe buýt ở một thành phố.
3890	vi	Một cơ sở của hải quân.	Một con đường lớn trong một thị trấn lịch sử.
3891	vi	Máy chuyên nghiệp Hasselblad 503CW	Một máy chụp ảnh số chuyên nghiệp dạng rời được sử dụng đ
3892	vi	Cesium atomic clocks	Một số thiết bị tính toán thời gian và đồng bộ được nhìn thấy
3893	vi	Tinh thể Diopside ở De Kalb, New York (kích thước: 4.3 x 3.3 x 1.9 cm)	Một tảng đá xanh lớn được nhìn thấy trên nền trắng.
3894	vi	Đĩa trang trí rồng thời Lê sơ.	Một cái bát màu xanh và trắng được đặt trên một cái ghế.
3895	vi	Đảo Thái tử Aleksei nằm ở phía đông nam Đất Hoàng đế Nikolai II trên một tấm bản đồ Đế quốc Nga năm 1915	Một trong những tấm bản đồ được sử dụng để mô tả
3896	vi	Một con cáo nép mình trong bui cây	Một con rùa nâu nhỏ nằm trong một cái gỗ.
3897	vi	Hoa của Lonicera periclymenum	Một bông hoa màu trắng và vàng trong một cánh đồng.
3898	vi	Louis de Broglie by Gheorghe Manu	Một bức tranh của một người đàn ông với một chiếc áo khoác và
3899	vi	Đài kỷ niệm máy bay cường kích IL-2 tại Novorossiysk	Một chiếc máy bay được treo trên một tảng đá.
3900	vi	Đài Chiến thắng	Một tòa nhà lớn với một bức tượng lớn ở đầu.
3901	vi	Chiếc Smart electric drive thế hệ thứ 2 sử dụng bộ pin phát triển bởi Tesla.	Một chiếc xe tự lái Tesla được đặt ở bên cạnh một chiếc xe
3902	vi	Nữ ca sĩ PJ Harvey là chủ nhân giải thưởng năm 2011 với nhạc phẩm Let England Shake.	Một người phụ nữ đang hát và đứng bên cạnh một micro.
3903	vi	Céline Dion	George Martin, sản xuất
3904	vi	Lớp asphalt và xe lu	Một chiếc xe lớn đang di chuyển trên một con đường.
3905	vi	Món canh của Myanma từ quả chùm ngây	Một bát nước hầm được nấu trong một cái bát.
3906	vi	Hình minh họa một ví dụ của thuật toán Gale-Shapley	một bảng tính cho thấy các tính năng của một cặp vợ chồng
3907	vi	Tấm pin mặt trời tại Nhà máy điện mặt trời Topaz, một trong những nhà máy điện PV lớn nhất	Các nhà máy điện lớn nhất, Section: Pin quang điện phẳng
3908	vi	Frank Workman (Mỹ), cố gắng hạ Aydin Polatci (Thổ Nhĩ Kỳ), hạng 130 kg Tự do. Giải Đấu vật Quân sự Thế giới lần thứ 19 (CISM), Trại Lejeune, Bắc Carolina.	Một người đàn ông đang cưỡi một người đàn ông khác trong một trận đấu
3909	vi	Cố đô Hoa Lư, kinh đô 3 triều đại 6 vị vua	Một khu vực rừng và một con sông lớn ở Trung Quốc.
3910	vi	Qantas Boeing 747	Một chiếc máy bay lớn đang đỗ trên một sân bay.
3911	vi	Thục phi Văn Tú - Hoàng phi của Tuyên Thống Đế Phổ Nghi.	Một người phụ nữ mặc một chiếc váy lớn và một chiếc mũ
3912	vi	MG-34	một chiếc máy tấn công và một chiếc máy tấn công khác
3913	vi	Phái đoàn ngoại giao Việt Minh và các nước Anh, Mỹ, Tàu điều đình để kiều dân được an toàn rời vùng chiến.	Một nhóm người đứng trước một chiếc xe lửa.
3914	vi	Big Bang biểu diễn trong Alive Tour	Một nhóm nhạc nữ trong một buổi trình diễn lớn.
3915	vi	"""Rama dama"" tại Đông Timor"	Một nhóm người đang lấy rác ra khỏi bãi biển.
3916	vi	Bản phục chế của bản thảo lời đầu hàng và lời chấp nhận đầu hàng do Phạm Xuân Thệ và Bùi Văn Tùng soạn.	Một tấm áp phích trong một tòa nhà với một số tài
3917	vi	Đền thờ Trần Hưng Đạo ở địa chỉ trên	Một tòa nhà lớn với một số tượng trưng bày và các t
3918	vi	Vùng Darfur	Một bản đồ của Sudan với các tỉnh và các tỉnh được đánh
3919	vi	Tượng bán thân Honoré de Balzac do David d'Angers sáng tác	danh sách những người nổi tiếng được chôn cất tại nghĩa trang Père
3920	vi	Một nhà tuyết xây tại Phần Lan	Những nhà tuyết khác gồm có lều tuyết, lều tuyết, lều tuyết,
3921	vi	Megabus Van Hool Astromega vào tháng 9 năm 2012	Một chiếc xe buýt lớn được đặt trong một khu vực rừng.
3922	vi	Deco, người dành giải thưởng này hai lần, một lần với Porto và một lần với Barcelona	Một cầu thủ bóng đá đang chạy trên một sân với một chiếc bóng
3923	vi	Hình đắp nổi mô tả việc đóng đinh Chúa Giêsu và thập giá	Một bức tranh bên trong của một ngôi đền ở Olomouc, Tây Ban Nha.
3924	vi	Bàn thờ Trần Hưng Đạo tại chính điện đền Kiếp Bạc	Một tòa nhà lớn với các tác phẩm trang trí và các tác phẩm
3925	vi	Trần nhà của Integratron, ảnh chụp tháng 1 năm 2012	Một tòa nhà gỗ với một cái nhìn rộng rãi và một
3926	vi	Một con chim công tại Công viên Văn hoá Đầm Sen	Mèo sừng
3927	vi	Sơ đồ này cho thấy sự thay đổi nội tiết tố trong khoảng thời gian rụng trứng, cũng như sự thay đổi giữa chu kỳ và giữa các phụ nữ trong thời gian của nó.	Một bảng số liệu cho thấy các tốc độ và tốc độ tăng trưởng
3928	vi	Đồng antoninianus của Maximianus	một đồng xu cổ với một hình ảnh của một người đàn ông đứng trên đ
3929	vi	Nhà hát Opera Roma	Một tòa nhà lớn với các tấm áp phích và các tấm
3930	vi	Hình ảnh STM của các chuỗi siêu phân tử tự lắp ráp của chất bán dẫn hữu cơ quinacridone trên than chì.	một hình ảnh 3D của một số tấm gỗ và các tấ
3931	vi	"Từ ""koala"" bắt nguồn từ từ ""gula"" trong tiếng Dharug."	Một con gấu Koala ngồi trên một cây.
3932	vi	Bếp treo ở Damsterdiep	Một số tòa nhà ở một số nơi khác nhau trên một con đường
3933	vi	Phố chính San Francisco nhìn từ Twin Peaks vào đêm tháng 6 năm 2011.	Một cảnh quan thành phố từ trên cao với các tòa nhà cao và các đ
3934	vi	Acianthus fornicatus	Một loài lan được gọi là orchid.
3935	vi	Một chiếc Ki-61 bị chiếm đang được Không lực Lục quân Hoa Kỳ bay thử nghiệm.	Một chiếc máy bay Kawasaki Ki-61 bay trên bầu trời.
3936	vi	Tàu đệm từ Chūō Shinkansen, L0 Series	Một chiếc xe lửa nhanh được nhìn thấy ở bên cạnh một số
3937	vi	Jagdpanzer IV/70 tại bảo tàng chiến tranh Canada, Ottawa, Ontario	Một chiếc xe tăng được trưng bày trong một tòa nhà.
3938	vi	SF-260TP của Haiti	Một chiếc máy bay lớn được đặt trong một hangar.
3939	vi	Bản đồ ý đồ chiến lược của kế hoạch Barbarossa	Một bản đồ cho thấy các tỉnh của Đức trong chiến tranh
3940	vi	SemioticSemiotic	một bảng với các ký hiệu và các từ trong tiếng Trung Quốc
3941	vi	Một giáo đường đổ nát ở Munich sau vụ Kristallnacht	Một tòa nhà đã bị phá hủy trong cuộc chiến tranh.
3942	vi	Một con tê giác đen ở Etosha	Đại bàng xám
3943	vi	"Đồng tiền cổ với bốn chữ ""Quang Trung thông bảo"""	một đồng xu cổ với chữ viết trên đó
3944	vi	Quang cảnh Monaco	Một số tòa nhà và tàu ở Monaco.
3945	vi	Bút tích của Đảng viên Lưu Chí Hiếu ở Nhà tù Côn Đảo, dù bị tra tấn nhưng ông đã khẳng định là không li khai Đảng	Một số tài liệu được viết bằng tay trong một tấm gạch
3946	vi	Hoàng hôn ở Kota Kinabalu	Một người đàn ông đang chèo thuyền trên một con sông trong một ngày n
3947	vi	cruiser butterfly Vindula arsinoe thuộc tông Vagrantini.	Mẹo sừng
3948	vi	Nhà truyền thống để giáo dục thiếu niên của người Puyuma.	Một ngôi nhà gỗ được xây dựng trong một khu vực rộng lớn
3949	vi	Yak-9	Một chiếc máy bay được thiết kế và phát triển bởi Yakovlev Yak-9,
3950	vi	Nai vàng ở Thái Lan	Một con nai vàng Đông Dương được tìm thấy ở một số nơi ở
3951	vi	Mi-35	Không quân Afghanistan
3952	vi	Sapsan tại Nga	Trung tâm giao thông
3953	vi	Thiết giáp hạm Pháp Paris đang chạy thử hết tốc độ	Một chiếc tàu lớn trong nước với một số lượng lớn lử
3954	vi	Sân vận động trong lễ khánh thành	Sân vận động Quốc gia Costa Rica (2011), Section: Khánh thành
3955	vi	Nữ vương Akiko xuất hiện trong lễ đón chào năm mới tại Trường Hòa điện(ngày 2 tháng 1 năm 2012)	Một người phụ nữ mặc áo xanh và một chiếc đồng hồ.
3956	vi	Mì vằn thắn của Batu Pahat, Johor	Một đĩa ăn với mì nướng và rau.
3957	vi	Nhật hoàng Akihito chào đón công chúng tại Hội trường tiếp tân Chōwaden vào ngày sinh nhật năm 2005	Một nhóm người đứng trên một tòa nhà lớn với những cửa s
3958	vi	Con người nơi đây.	Một chiếc thuyền lớn được điều khiển bởi một nhóm người.
3959	vi	Bette Davis trong Dangerous.	Một người phụ nữ mặc một chiếc mũ và một chiếc áo khoác
3960	vi	Một bức điêu khắc Victoria Mercury và người tiều phu không trung thực của Salvator Rosa'	một bức tranh của một người đàn ông và một người đàn ông đứng bên
3961	vi	Một con trĩ sao Việt Nam (con mái)	Một con chim đang đứng trên đất.
3962	vi	Tượng Phật Quan Âm Thiên Thủ Thiên Nhãn chùa Mễ Sở, Hưng Yên, bảo vật quốc gia số 14 - đợt 7	Một bức tượng gỗ lớn được treo trên một tấm gỗ.
3963	vi	Ảnh chụp Puerto Rico từ vệ tinh	Một bức ảnh từ không gian của Puerto Rico.
3964	vi	Tem kỷ niệm Karlsson năm 2012.	Một tờ giấy tờ với các nhân vật hoạt hình và các từ
3965	vi	Hình giản đồ cấu trúc bên trong Mặt Trăng	Mặt trăng, Section: Cấu trúc bên trong
3966	vi	Game Boy Micro - Đen	Vỏ Game Boy Micro là màu đen và có kiểu dáng gấp.
3967	vi	Yak-11 của Không quân Ba Lan	Một chiếc máy bay cũ trong một tòa nhà trong một tòa nhà.
3968	vi	Một bìa sách	Một tấm áp phích của một cuốn sách với một số đồ chơi
3969	vi	Thiết giáp hạm USS California đang chìm.	Một số tàu lớn trong nước và các tàu khác nhau.
3970	vi	Shenzhen Airlines aircraft with old livery.	Một chiếc máy bay lớn đang đỗ trên đường băng.
3971	vi	Mẫu andesit (nềm tối) với các hốc được lắp đầu bởi zeolit. Đường kính khoảng 8 cm.	Đá magma là một loại đá được tạo thành từ các tinh thể và
3972	vi	Nhìn từ tháp ở đồi Petřín	Cầu Karl, Section: Các kiến trúc trước đó
3973	vi	Martin XB-907	Một chiếc máy bay lớn bay trên một cánh đồng.
3974	vi	Magnolia champaca (Hoàng ngọc lan)	Một bông hoa màu cam lớn nằm trên một cây.
3975	vi	Afellay ở ĐT Hà Lan	một cầu thủ bóng đá đứng bên cạnh một cầu thủ khác
3976	vi	Một vũng núi cao ở dãy Alps của Thụy Sĩ	Đồng cỏ núi cao
3977	vi	Painting by Prince Narisara Nuvadtivongs, depicting Queen Suriyothai (center) on her elephant putting herself between King Maha Chakkraphat (right) and the Viceroy of Prome (left).	Một bức tranh của một số người đứng trên lưng voi.
3978	vi	Paseo de los Lagos ở Xalapa	Một con sông lớn với một số người đi bộ trên đó.
3979	vi	Lợn đất (Aardvark) là loài thú lớn nhất trong họ lợn đất, chúng là những nhà vô địch về đào hang	Một con gấu lớn trong các loài thú khác.
3980	vi	Buộc chỉ cổ tay ở Ban Thasala muang Khamkeuth tỉnh Borikhamxay.	Một nhóm người đang ăn món lạp trong một nhà.
3981	vi	Đền thờ động Dambulla	Một tòa nhà lớn được xây dựng bên cạnh một tòa nhà
3982	vi	Một ví dụ về Tupperware	Một cái nắp đỏ và một cái nắp màu đỏ.
3983	vi	Show ngày 28 tháng 7 năm 2018	Một nhóm người đàn ông và phụ nữ đứng trên sân khấu.
3984	vi	Chiếc bình hình cầu của Merneferre Ay, bảo tàng nghệ thuật Metropolitan	Mỹ
3985	vi	Trung tâm đào tạo Avon ở the Bronx	Một cửa hàng lớn với một tấm biển và một số xe đỗ
3986	vi	Phù điêu của Amenhotep I từ Karnak.	Một bức tượng cổ đại với một người đàn ông đứng bên cạnh.
3987	vi	Rod Laver Arena sẽ là nơi diễn ra các trận chung kết của Giải quần vợt Úc Mở rộng	Một sân tennis lớn với nhiều người xem.
3988	vi	Minh họa trực quan của sói lúc tỏ ra thần phục và lúc giận dữ.	một biểu đồ của một con chó với các lông mày khác nhau
3989	vi	Hai võ sĩ vật đang chiến đấu	Một người đàn ông đang đấu với một người khác trong một trận đấu.
3990	vi	đồng hồ trứng 3-phút	Đồng hồ cát là một sản phẩm tạo ra sự tương tác giữ
3991	vi	Tàu tấn công đổ bộ USS Belleau Wood	Một chiếc tàu lớn trong nước với một chiếc thuyền lớn ở bên
3992	vi	Mắm cá lóc ở Châu Đốc, An Giang	Cá lóc
3993	vi	Thị trấn Wieluń sau khi bị không quân Đức Luftwaffe oanh tạc ngày 1 tháng 9 1939	Mùa chiến tranh Đức
3994	vi	Lech Wałęsa	Một người đàn ông trong một chiếc váy và một chiếc áo khoác đang
3995	vi	Taussig trên đường đi, vào khoảng cuối thập niên 1940 hay đầu thập niên 1950.	Một chiếc tàu lớn trong nước với một số tàu khác.
3996	vi	Phòng đọc Thư viện John Rylands	Một tòa nhà lớn với những tấm ghế và các tấm
3997	vi	Hinata đã được lồng tiếng bởi Nana Mizuki bằng tiếng Nhật.	Một người phụ nữ đang hát trong một micro.
3998	vi	David vị Vua vĩ đại nhất của người do thái - tranh vẽ của họa sĩ lừng danh Matthias Stom	Người Do Thái trong Kinh Thánh là vua.
3999	vi	Nhà ở	Một tòa nhà lớn được nhìn thấy trong đêm.
4000	vi	Europa regina trong tác phẩm Cosmographia của Sebastian Münster (thế kỷ 15), khắc họa lục địa châu Âu như một nữ hoàng. Beograd là một trong số ba thành phố được nhắc đến.	Một bản đồ cổ với một người phụ nữ trong một chiếc váy màu đỏ
4001	vi	Parkin tại Arkansas, khoảng 1539. Herb Roe minh họa.	Một bức tranh của một ngôi đền lớn ở một vùng đất.
4002	vi	Anna Wintour, người được xem như là nguồn cảm hứng cho nhân vật Miranda, ban đầu hoài nghi về bộ phim này lại tỏ ra yêu thích nó.	Mỹ
4003	vi	Girls' Generation World Tour Girls & Peace tại Jakarta.	Một nhóm cô gái trẻ đang trình diễn trên sân khấu.
4004	vi	Tổng thống Nixon và Thủ tướng Trung Quốc Chu Ân Lai trong chuyến thăm năm 1972 của Nixon tới Trung Quốc	Một người đàn ông đang ăn tại một bàn ăn.
4005	vi	Ảnh chụp nhóm phi công thuộc Liên đội máy bay ném bom bổ nhào VB-6 thuộc Enterprise đã đánh hỏng Kaga: Thiếu úy John Q. Roberts (đứng, bìa trái), bị hỏa lực phòng không của Kaga bắn rơi và thiệt mạng; Thiếu úy James C. Dexter (đứng, thứ ba từ bên phải), có thể đã ném quả bom làm thiệt mạng toàn bộ sĩ quan cao cấp của Kaga trên cầu tàu.[106]	tàu Kaga
4006	vi	Nhóm của Willem Barentsz đụng độ với một con gấu Bắc cực	Một con gấu lớn đang nhìn vào một chiếc tàu.
4007	vi	Ithaca 37	Một chiếc súng trường được sử dụng trong Chiến tranh Việt Nam.
4008	vi	Cuộc càn quét Đồn lẻ Số 10, bởi Eugène Lami	Một bức tranh của một cuộc tấn công Yorktown trong thế kỷ XIX
4009	vi	Linh miêu đuôi cộc sống tại ngoại vi đô thị. Phạm vi loài dường như không bị dân số loài người giới hạn, miễn sao chúng vẫn có thể tìm được môi trường sống thích hợp.	Môi trường sống của linh miêu đuôi cộc là nơi ở và ăn
4010	vi	Karl Marx khi còn trẻ	một người đàn ông với một chiếc áo khoác và một chiếc áo kho
4011	vi	Neo 3 lá để kẹp cáp ứng suất trước trong hốc neo.	tấm bê tông ứng suất trước căng sau dạng liên kết
4012	vi	Màn thầu trắng truyền thống Trung Hoa.	Các vụ bê bối an toàn thực phẩm tại Cộng hòa Nhân dân Trung Hoa
4013	vi	Họa tiết Thêu trên trứng Phục sinh. Tác phẩm được làm bởi Inna Forostyuk, một nghệ nhân thủ công ở vùng Luhansk (Ukraine)	Một số trứng trên một tấm khăn trắng.
4014	vi	Bản đồ 14 huyện của bang Kerala	Kerala và Kerala trong các tỉnh
4015	vi	Kết quả các đội tuyển tham dự Euro 2016         Vô địch   Á quân     Bán kết   Tứ kết    Vòng 16 đội  Vòng bảng	Một bản đồ của các quốc gia trong giải vô địch bóng đá châu Âu
4016	vi	Thái Bình lâu năm 2008.	Thái Bình lâu (Hoàng thành Huế) là một tòa nhà lớn được xây
4017	vi	Cổng vào cũ của tòa nhà 40	Googleplex là một tòa nhà lớn và lịch sử với một tòa nhà
4018	vi	Rüdesheim - trích từ Topographia Hassiae của Matthäus Merian the Younger, 1655	một bản vẽ của một thành phố ở nền sông Rhine
4019	vi	Một con linh dương Kudu đang tìm nguồn nước	Một con linh dương vằn Kudu đang đi bộ bên cạnh một số con linh d
4020	vi	Mô hình chiếc xe buýt hai tầng, được chụp trong Bảo tàng Vận tải Luân Đôn ở Covent Garden	Một chiếc xe buýt hai tầng được đặt trong một bảo tàng.
4021	vi	Quang cảnh khu trung tâm Phố Đông của Thượng Hải vào năm 2012.	Một số tòa nhà cao trong một thành phố Trung Quốc.
4022	vi	Placidia là con gái út của Hoàng đế Valentinian III, người định gả cô cho Majorian vào năm 450. Viên Thống lĩnh quân đội uy quyền magister militum Aetius nhận ra rằng cuộc hôn nhân này có thể làm lung lay địa vị của ông, bèn chuyển Majorianus tránh xa bộ thuộc của ông này từ đời sống riêng tư, và ra sức ngăn cản cuộc hôn nhân này.	một bức tượng của một người phụ nữ với một đôi mắt lớn
4023	vi	Chu Dung Cơ (1928), Lãnh đạo Quốc gia, Tổng lý Quốc vụ viện.	Một người đàn ông đứng trước một số lều và một số lá cờ.
4024	vi	Minaj tốt nghiệp trường trung học phổ thông LaGuardia High School với tư cách là một diễn viên.	Mỹ
4025	vi	Các nốt nhạc của dây buông trên một cây vĩ cầm. Về âm thanh nàyPlay (trợ giúp·thông tin)	một bảng âm nhạc với các âm giai và các âm giai
4026	vi	Sư tử biển ở vườn quốc gia	Một con linh dương đang ngồi trên một tảng đá.
4027	vi	Gần ba phần tư người Úc sống tại các đại thành thị và khu vực duyên hải. Bãi biển là một phần của bản sắc Úc.[201]	Một bãi biển rất lớn với một số người đi bộ.
4028	vi	Người sáng tạo Farmbot Rick Carlino (trái) và Rory Aronson (bên phải) xây dựng một FarmBot ở Chicago, Illinois	Hai người đàn ông đang chụp ảnh với một máy tính xách tay.
4029	vi	Phiên bản cải tiến TR-85M1 của Rumani năm 2009	Một chiếc xe tăng lớn đang di chuyển trên đường phố.
4030	vi	Dấu hiệu nhà vệ sinh nữ, nam và chuyển giới tại Trung tâm phiên dịch, Valletta	Các biển báo và biểu hiện giới tính ở Malta
4031	vi	Một cảnh trong bộ phim hoạt hình rối của Vladislav Starevich	một bức ảnh cổ điển của một nhà với các con bọ và một cái
4032	vi	Dinh Độc Lập (Dinh Thống Nhất)	Một tòa nhà lớn với một cái rào và một cái sân bên c
4033	vi	Thung lũng Trung tâm nhìn từ không gian.	Một bức ảnh từ không gian của một khu vực lớn.
4034	vi	Nữ thần Aphrodite” của Sophie Anderson	một bức tranh của một người phụ nữ với tóc dài và một chiếc
4035	vi	Harmony trong quá trình chế tạo	Mô-đun Harmony (ISS)
4036	vi	Công thức từ Một món Quà cho bà nội Trợ Trẻ (xuất bản năm 1887)	một trang văn bản trong tiếng Nga với các từ và các từ khác nhau
4037	vi	Trụ sở chính của Deutsche Bank AG tại Frankfurt am Main	Đây là một tòa nhà cao tầng được xây dựng từ năm 1879
4038	vi	Phraates IV	Một đồng xu cổ được nhìn thấy trong một tấm gỗ xanh.
4039	vi	Thần Apep	một bức tranh cổ đại của một con rắn và một con chó
4040	vi	Một bức ảnh phơi sáng lâu của một chiếc đồng hồ trong bóng tối. Lưu ý sự xuất hiện của kim giây khi nó quay, cho thấy rằng đây là bức ảnh có độ phơi sáng kéo dài 30 giây. Kim giờ (mà chỉ chuyển động rất ít) được hiển thị rõ ràng, trong khi kim phút lại hơi mờ từ một nửa phút của chuyển động.	Một chiếc đồng hồ sáng trong bóng tối.
4041	vi	Quang cảnh cống dẫn nước La Mã	Một tòa nhà lớn được xây dựng từ các tòa nhà l
4042	vi	Essayons, một tàu nạo vét luồng sông của Công binh Lục quân Hoa Kỳ hiện thời đang được sử dụng trên sông Columbia[23]	Một chiếc thuyền lớn đang đi qua một con sông.
4043	vi	Bản sao Horsa tại bảo tàng Pegasus Bridge	Mỹ
4044	vi	"Quang cảnh Tòa Quốc hội Hoa Kỳ trước ""Vụ đốt cháy Washington"" (trong khoảng thập niên 1800)"	Một bức tranh của một ngôi nhà lớn với một số người đi xe ngự
4045	vi	Đầu máy TKt48	Một chiếc xe lửa được đặt trên một đường ray.
4046	vi	Bản đồ bao gồm Bảo Kê (ghi là PAO-CHI (PAOKI) (walled) 寳雞) (AMS, 1955)	Một bản đồ của một số tỉnh và thành phố.
4047	vi	Hồng y Richelieu, Họa phẩm của Philippe de Champaigne (1642)	Một bức tranh của một người đàn ông mặc một chiếc áo sơ
4048	vi	Thiên Tân nhìn từ vệ tinh, 2011	Một bức ảnh từ không gian cho thấy một thành phố và một số đường ph
4049	vi	Hóa thạch của Edmontosaurus được khám phá tại đông Montana (Thành hệ Hell Creek).	Một số tảng đá và một số tảng đá trong một cái g
4050	vi	Tái tạo Hội thi Tiến sĩ Võ tại Festival Huế 2008	Một số người đứng trên một sân khấu trong một tòa nhà.
4051	vi	AK-101(Trên) và AK-102(Dưới)	Một số tên lửa được hiển thị trên một tường gỗ.
4052	vi	Triops australiensis sống sót qua giai đoạn khô cằn ở dạng trứng, trứng này phát triển nhanh chóng sau cơn mưa.	Một con cá lớn nằm trên bãi biển.
4053	vi	Tàu cánh ngầm chạy trên Trường Giang tại Trùng Khánh	Một chiếc thuyền lớn đi qua một con sông.
4054	vi	Vương quốc New Zealand	một bản đồ của các quần đảo và các tiểu vương quốc ở New Zealand
4055	vi	Nông dân Việt Nam thời Pháp thuộc	Một bức ảnh cũ của một nhóm người đàn ông đang xây dựng một
4056	vi	Đồng bằng của núi Yasur trên đảo Tanna	Một cây trong một cánh đồng gần một ngọn núi.
4057	vi	Đảo cấu trúc thượng tầng	Một chiếc tàu sân bay lớn được nhìn thấy ở nền.
4058	vi	Chu Linh Linh và Hoắc Chấn Đình tại buổi trình diễn thời trang lớn đầu tiên của Celine Chen vào năm 1991, tại khách sạn White Swan ở Quảng Đông	Một nhóm người đứng cạnh nhau trong một tấm tường.
4059	vi	Mitsubishi A6M-Zero	Một chiếc máy bay ném bom trong Chiến tranh Thế giới thứ hai.
4060	vi	Biển báo có chữ Cẩn thận, trẻ em bằng tiếng Ireland	Một biển báo đường bộ màu đỏ và trắng với một người chạy.
4061	vi	Họa phẩm của Frans II Francken, cho thấy Shah Abbas I được đội kèn danh dự và phái bộ sứ thần Ba Tư ở châu Âu tôn làm Caesar mới.	Một bức tranh của một người đàn ông và một người phụ nữ trong một
4062	vi	Chân dung của Nyanatiloka Maha Thera - một trong những tỳ kheo đầu tiên ở Phương Tây	Một bức ảnh của một người đàn ông trong một tấm áp phích t
4063	vi	Điện Hòn Chén	Điện Hòn Chén là một trong những di tích lớn nhất ở Huế.
4064	vi	Nhạc sĩ Hoàng Vân	Một người đàn ông đang nói chuyện với một micro.
4065	vi	Red Flag 08-4	Các chế độ của radar được sử dụng để xác định các hành động
4066	vi	Hoa tuyết	Hoa tuyết
4067	vi	Coleman tại San Diego Comic-Con 2015	"Jenna Coleman, nữ diễn viên trong phim ""Doctor Who"""
4068	vi	Một công trình trong quần thể đền Trần, Nam Định, Việt Nam	Đền thờ
4069	vi	Nour (con trai của Ayman Nour) & Mona Seif.	Một người đàn ông và một cô gái đang đứng bên cạnh nhau.
4070	vi	Bức tranh Hai thiếu nữ và em bé của họa sĩ Tô Ngọc Vân, bảo vật quốc gia số 35 - đợt 2	Một bức tranh của một người phụ nữ và một người trẻ ngồi trên m
4071	vi	Bản đồ Nam Tống, Kim, Tây Hạ, Tây Liêu, Đại Lý vào năm 1141.	Một bản đồ của Trung Quốc với các tỉnh và các tỉnh được
4072	vi	Bản đồ hành chính Nam Kỳ lục tỉnh giai đoạn 1841-1861	Một bản đồ của một số tỉnh và thành phố trong một số
4073	vi	Tuyến đường đi bộ châu Âu E8	Một bản đồ cho thấy các con đường đi bộ vào các khu vực khác nhau trong khu
4074	vi	F-84F, F-100D, F-101B và F-102A thuộc Không quân Vệ binh quốc gia Hoa Kỳ (ANG)	Mỹ
4075	vi	Psilocybe semilanceata, một loài nấm psilocybin thường được bán ở Hoa Kỳ.[1]	Một số loại thuốc lá được sử dụng trong các công việc tại
4076	vi	Chùa Khleang	Một ngôi đền lớn với những tòa nhà lớn và các tòa nh
4077	vi	Phía trong khu nhà ở của học viên	Một tòa nhà lớn với ghế và ghế gỗ.
4078	vi	Thay đổi màu sắc trong nước tiểu cho thấy ngậm nước, mất nước và mất nước cực độ.	Một cái lọ sữa trong một cái lọ sữa.
4079	vi	Tượng đài kỉ niệm sự kiện quân đội Liên Xô giải phóng Chişinău tại thành phố này.	Cách mạng xâm lược
4080	vi	Nữ tướng Lê Chân	Hải Phòng
4081	vi	Phần Delije Sever ở khán đài phía Bắc	Một sân vận động đầy ghế và sân vận động.
